"ESTC_Number","Author","Author_dates","Title","Edition","Publication_City","Imprint","Imprint_Date","Regularized_Year","Pagination","Illustrations","Format"
"T147427","Hale, Matthew,","1609-1676.","Pleas of the crown:","","[London] :","In the Savoy: printed by J.N. Assignee of Edw. Sayer; for D. Brown, J. Walthoe, M. Wotton, W. Mears, J. Brown, and T. Woodward,",1716.,1716,"[4],272,[8];143,[1]p. ;","","8⁰."
"T147428","Jacob, Giles,","1686-1744.","Pleas of the crown:","","London :","printed by J. N. assignee of Edw. Sayer; for D. Brown, M. Wotton, W. Meers, J. Brown, and T. Woodward,",1716.,1716,"[2],121[i.e.131],[1]p. ;","","8⁰."
"T147907","Euripides.","","Euripidou Mēdeia.","","Londini :","typis T. Wood, impensis Josephi Pote, bibliopolæ Etonensis,","MDCCXXXIV. [1734]",1734,"[4],58p. ;","","4⁰."
"T147908","Euripides.","","Euripidou Mēdeia.","","Londini :","typis T. Wood, impensis Josephi Pote, bibliopolæ Etonensis,","MDCCXXXIV. [1734]",1734,"[4],58p. ;","","4⁰."
"T148129","Plantavit de la Pause, Guillaume,","1685?-1760.","Memoirs of the Duke de Villars,","","London :","printed for T. Woodward, C. Davis, and A. Lyon,",1735.,1735,"[2],406p. ;","","12⁰."
"T148933","",NULL,"A complete collection of state-trials, and proceedings for high-treason, and other crimes and misdemeanours;","The third edition, with additions.","London :","printed for the undertakers, John Walthoe Sen. and Jun. Thomas Wotton, Charles Bathurst, Jacob and Richard Tonson, and the representatives of John Darby, deceased. And also for J. Basket, J. Roberts, D. Midwinter, E. Grafton, G. Strahan, E. Curll, W. Innys, T. Woodward, S. Richardson, A. Ward, J. and P. Knapton, T. Cox, J. Peele, S. Birt, R. Vincent, D. Browne, T. Longman, C. Hitch, H. Lintot, B. Creake, J. Clarke, R. Hett, J. Shuckburgh, T. Waller, A. Millar, J. Wood, J. Pemberton, Tho. Brown, J. Stagg, and the Executors of S. Buckley,","M.DCC.XLII. [1742]",1742,"6v. ;","","2⁰."
"T149733","Lobb, Theophilus,","1678-1763.","A treatise on the small pox.","","London :","printed for T. Woodward, and C. Davis,",1741.,1741,"[16],xxxi,[1],444,[20]p.,plate ;","","8⁰."
"T149924","Delany, Patrick,","1685 or 6-1768.","Reflections upon polygamy,","The second edition. with a preface, ..","London :","printed for C. Rivington, at the Bible and Crown in St. Paul's Church-Yard; J. Walthoe, at the Golden-Ball against the Royal-Exchange in Cornhill; and T. Woodward, at the Half-Moon in Fleet-Street,","MDCCXXXIX. [1739]",1739,"xvi,188p. ;","","8⁰."
"T150082","Isocrates.","","Scholia in duas Isocratis orationes ad Demonicum & Niccoclem.","","Londini :","typis T. Wood, impensis J. Walthoe, J. & J. Knapton, D. Midwinter & A. Ward, A. Bettesworth, J. Osborn & T. Longman, R. Robinson, & B. Motte,","MDCCXXXI. [1731]",1731,"[12],132p. ;","","8⁰."
"T152043","Gordon, Thomas,","d. 1750.","The humourist:","The second edition.","London :","printed for T. Woodward,",1735.,1735,"v.2 ([8],267,[13]p.) ;","","12⁰."
"T152044","Gordon, Thomas,","d. 1750.","The humourist.","The fourth edition.","London :","printed for T. Woodward; D. Browne; and H. Lintot,",1741.,1741,"xxx,[6],240,[12]p. ;","","12⁰."
"T152245","Sophocles.","","Sophoclis tragoediæ, Ajax & Electra,","","Londini :","typis T. Wood; impensis Gulielmi Innys & R. Manby, T. Ward, J. Pote, & E. Wicksteed,",1737.,1737,"xi,[1],245,[3],232p. ;","","8⁰."
"T152605","Perry, Charles,","1698-1780.","A view of the Levant:","","London :","printed for T. Woodward, and C. Davis; and J. Shuckburgh,",1743.,1743,"xviii,[8],524,[4]p.,plates ;","","2⁰."
"T154436","Bradley, Richard,","1688-1732.","A general treatise of husbandry and gardening.","","London :","printed for T. Woodward, at the Half-Moon against St. Dunstan's Church, Fleet - Street; and J. Peele, at Locke's Head in Pater-Noster Row,","M.DCC.XXIV. [1724]",1724,"3v.,plates ;","","8⁰."
"T155090","Swift, Jonathan,","1667-1745.","Miscellanies, in prose and verse. The fifth and sixth volumes. ...","","London :","printed for T. Woodward, and Charles Davis,",1736.,1736,"2v. ;","","12⁰."
"T161356","Marchi, Antonio.","","Alcina. An opera; as it is perform'd at the Theatre Royal in Covent-Garden.","The third edition.","London :","printed and sold by T. Wood, and at the Theatre in Covent-Garden,",1736.,1736,"48p. ;","","8⁰."
"T161470","Rolli, Paolo,","1687-1765.","Alessandro.","","London :","printed for T. Wood, and are to be sold at the King's Theatre,",1732.,1732,"[4],43,[1]p. ;","","8⁰."
"T162784","Trenchard, John,","1662-1723.","Cato's letters;","The fourth edition, corrected.","London :","printed for W. Wilkins, T. Woodward, J. Walthoe, and J. Peele,",1737.,1737,"4v. ;","","12⁰."
"T164528","Aesop.","","Æsopi Phrygis fabulæ,","","Londini :","typis T. Wood, impensis Societatis Stationariorum,",1732.,1732,"[16],176p. ;","","8⁰."
"T165232","",NULL,"Compendium græcum Novi Testamenti, continens, ex 7959 versiculis totius N. Testamenti, tantum versiculos 1900 (non tamen integros) in quibus omnes universi Novi Test. voces, una cum versione Latinâ, inveniuntur. Auctore, Johanne Leusden, ...","Editio decima.","Londini :","typis T. Wood, impensis J. Walthoe, R. Wilkin, D. Midwinter, R. & J. Bonwicke[and 14 others in London],",1740.,1740,"viii,208p. ;","","8⁰."
"T166160","Nelson, William,","b. 1653.","The office and authority of a Justice of Peace:","","[London] :","In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer Esq;) for D. Browne, R. Gosling, W. Mears, T. Woodward, J. Hooke, F. Clay and J. Stephens,","MDCCXXIV. [1724]",1724,"[6],708p. ;","","8⁰."
"T167067","Lowe, Solomon,","d. 1750.","Italian rudiments for the use of Prince William.","The second edition with emendations, and additions","London :","MDCCXXVIII. Sold by J. Wyat in Paul's Church-Yard, S. Ballard in Little-Britain, J. Noon in Cheapside, T. Woodward in Fleet-Street, J. Groenwege and N. Prevost, in the Strand, J. Jackson in Pall-Mall, C. King in Westminster-Hall,","1728]",1728,"[2],10p. ;","","8⁰."
"T167341","",NULL,"Anthologia deutera;","","Londini :","typis T. Wood, apud D. Midwinter, B. Barker, B. Motte & C. Bathurst, A. Ward, & T. Longman,",1738.,1738,"8,84p. ;","","12⁰."
"T167381","Brooke, Thomas,","1692-1757.","St. Paul's argument to Felix consider'd.","","London :","printed for the author by T. Wood, in Little-Britain,","MDCCXXXIII. [1733]",1733,"[4],23,[1]p. ;","","4⁰."
"T16815","Cordier, Mathurin,","1479-1564.","Mat. Corderii colloquiorum scholasticorum libri IV. diligenter recogniti.","Editio novissima, correctior & emendatior.","Londini :","exudebant T. Wood & T. Sharpe pro Societate Stationariorum,",1717.,1717,"[6],154p. ;","","8⁰."
"T168168","Theobald,","1688-1744.","The rape of Proserpine:","The second edition.","London :","printed and sold by T. Wood,",1727.,1727,"vii,[1],17,[1]p. ;","","4⁰."
"T168565","Cibber, Colley,","1671-1757.","The refusal;","","London :","printed for W. Mears, at the Lamb, without Temple-Bar; W. Chetwood, at Cato's-Head, Russel-Street, Covent-Garden; T. Woodward, at the Half-Moon, against St. Dunstan's Church, Fleetstreet; and sold by J. Roberts, in Warwick-Lane,","M.DCC.XXII. [1722]",1722,"vii,[1],85,[1]p. ;","","8⁰."
"T16862","Moore, Francis,","1657-1714.","Vox stellarum;","","London :","printed by T. Wood for the Company of Stationers,",1720.,1720,"[32],15,[1]p. ;","","8⁰."
"T169520","Boyer, Abel,","1667-1729.","The royal dictionary abridged.","","London :","printed for W. Innys, W. Mount and T. Page, J. Brotherton, T. Woodward, W. Meadows [and 23 others in London],",1747.,1747,"[1014]p. ;","","8⁰."
"T170770","Aesop.","","Mythologia Æsopica. In qua continentur Æsopi fabulæ græco-latinæ CCXCVIII. Secundum editionem Gabrielis Braeii [sic, i.e. Bracii] omnium antiquissimam. ... Editio tertia, priori emendatior. In usum scholæ Etonensis.","","Londini :","typis T. Wood, prostant apud T. Osborne, E. Wicksteed, C. Bathurst, & J. Pote,",1739.,1739,"[4],83,[1],76,[4]p. ;","","12⁰."
"T172059","Brantôme, Pierre de Bourdeille,","d. 1614.","Memoires de Mre Pierre de Bourdeille, seigneur de Brantome, contenant les vies des dames illustres de France de son tems.","","Londres [i.e. Paris?] :","chez T. Wood & S. Palmer,",1739.,1739,"2v. ;","","12⁰."
"T172060","Brantôme, Pierre de Bourdeille,","d. 1614.","Memoires de Mre Pierre de Bourdeille, seigneur de Brantome, contenant les anecdotes de la cour de France, sous les rois Henry II. François II. Henry III. & IV. touchant les duels.","","Londres :","chez T. Wood & S. Palmer,",1739.,1739,"[4],310p. ;","","12⁰."
"T172061","Brantôme, Pierre de Bourdeille,","d. 1614.","Memoires de Mre Pierre de Bourdeille, seigneur de Brantome, contenant les vies des hommes illustres et grands capitaines étrangers de son tems.","","Londres :","chez T. Wood & S. Palmer,",1739.,1739,"2v. ;","","12⁰."
"T172062","Brantôme, Pierre de Bourdeille,","d. 1614.","Memoires de Mre Pierre de Bourdeille, seigneur de Brantome, contenant les vies des dames galantes. De son tems.","","Londres :","chez T. Wood & S. Palmer,",1739.,1739,"2v. ;","","12⁰."
"T172063","Brantôme, Pierre de Bourdeille,","d. 1614.","Memoires de Mre Pierre de Bourdeille, seigneur de Brantome, contenant les vies des dames illustres de France de son tems.","","Londres :","chez T. Wood & S. Palmer,",1739.,1739,"[8],366p. ;","","12⁰."
"T172064","Brantôme, Pierre de Bourdeille,","d. 1614.","Memoires de Mre Pierre de Bourdeille, seigneur de Brantome, contenant les vies des hommes illustres et grands capitaines françois de son tems.","","Londres :","chez T. Wood & S. Palmer,",1739.,1739,"4v. ;","","12⁰."
"T173057","Rogers, John,","1679-1729.","A sermon preached before the corporation for the relief of the poor widows and children of clergy-men,","The second edition.","London :","printed for T. Woodward,",1719.,1719,"[4],27,[1],6,[2]p. ;","","8⁰."
"T173557","Piovene, Agostino.","","Tamerlano:","","London :","printed and sold by T. Wood,",1731.,1731,"77,[1]p. ;","","8⁰."
"T174608","Melon, Jean François,","1675-1738.","A political essay upon commerce.","","[Dublin] :","Printed at Dublin: and sold by T. Woodward; and T. Cox; in London,",1739.,1739,"[4],xxxiv,352p. ;","","8⁰."
"T175201","Isocrates.","","Scholia in duas Isocratis orationes ad Demonicum & Nicoclem. ... Editio octava. Studio & opera G. Sylvani, ...","","Londini :","typis T. Wood, impensis J. Walthoe, D. Midwinter, A. Ward, J. & P. Knapton, T. Longman, C. Hitch, & C. Bathurst,",1741.,1741,"[12],132p. ;","","18⁰."
"T176531","",NULL,"A true and exact list of all the Lords spiritual and temporal, and of the knights and commissioners of shires, citizens and burgesses, return'd to serve in the Parliament of Great-Britain, summoned to meet at Westminster, on Nov. 12. 1713.","","London :","printed for J. Kent and T. Woodward,",1713.,1713,"[28]p. ;","","8⁰."
"T176560","Lucian,","","Nonnulli è Luciani Dialogis selecti, et in duas partes divisi;","","Londini :","typis T. Wood, impensis G. Conyers, R. Wilkins, D. Midwinter, B. Sprint, W. Innys & R. Manby, C. Rivington, & A. Ward,",1736.,1736,"[16],218,[6],131,[21]p. ;","","8⁰."
"T176684","Lowe, Solomon,","d. 1750.","Latin rudiments","","London :","sold by J. Wyat; S. Ballard; J. Noon; T. Woodward; J. Groenwege & N. Prevost; [and 2 others in London],",1727.,1727,"1 sheet ;","","1⁰."
"T177637","Theobald,","1688-1744.","Vocal parts of an entertainment,","The fourth edition, with alterations and additions","London :","printed for T. Wood, and sold at the Theatre Royal in Lincoln's-Inn-Fields,","[1726]",1726,"[4],15,[1]p. ;","","8⁰."
"T177764","",NULL,"Novus Græcorum epigrammatum et poematōn delectus, cum nova versione et notis. Operâ Thomæ Johnson, A.M. In usum scholæ Etonensis.","Editio septima emendatior.","Londini :","typis T. Wood; impensis Gulielmi Innys,",1732.,1732,"[24],152p. :","ill. ;","8⁰."
"T178009","Raymond, Robert Raymond,","1673-1733.","Reports of cases argued and adjudged in the courts of King's Bench and Common Pleas, in the reigns of ... King William,","","[London] :","In the Savoy. Printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for the executor of Fletcher Gyles, and for T. Woodward and C. Davis,",1743.,1743,"2v.([16],1591,[42]p.) ;","","2⁰."
"T178467","Metastasio, Pietro,","1698-1782.","Porus.","The fourth edition, with additions.","London :","printed and sold by T. Wood, in Little-Britain; and at the Theatre in Covent-Garden,","MDCCXXXVI. [1736]",1736,"65,[1]p. ;","","8⁰."
"T179721","Temple, William,","1628-1699.","The works of Sir William Temple,","","London :","printed for J. Round, R. Gosling, T. Woodward, S. Birt, J. and P. Knapton [and 7 others in London],",1745.,1745,"2v.,plate ;","","2⁰."
"T180200","",NULL,"The whole book of Psalms: collected into English metre,","","London :","printed by T. Wood and S. Palmer, for the Company of Stationers,",1723.,1723,"56p. ;","","4⁰."
"T180240","",NULL,"The whole book of Psalms, collected into English metre,","","London :","printed by T. Wood and H. Woodfall, for the Company of Stationers,",1748.,1748,"[96]p. ;","","12⁰."
"T18041","Ramsay, John,","1664?-1724.","A sermon preach'd to the protestants of Ireland,","The fourth edition.","London :","printed by S. Keimer, for T. Woodward, and sold by A. Baldwin,",1714.,1714,"24p. ;","","8⁰."
"T180583","Guarini, Battista,","1538-1612.","Il pastor fido.","The second edition, with large additions.","London :","printed for T. Wood,",1734.,1734,"39,[1]p. ;","","8⁰."
"T182053","Brooke, Thomas,","1692-1757.","The perfections of God displayed in his works,","","London :","printed for the author, by T. Wood,",1731.,1731,"26p. ;","","4⁰."
"T182172","Smith, James,","18th cent.","A new treatise of fluxions.","","London :","printed for the author, and sold by G. Strahan; T. Woodward; J. Nourse; A. Millar; T. Woodman and H. Noorthouck,",1737.,1737,"[4],59,[1]p. :","ill. ;","8⁰."
"T182672","Salvi, Antonio,","1644-1724.","Ariodante. An opera;","","London :","printed for T. Wood, and are to be sold at the Theatre in Covent-Garden,",1734.,1734,"47,[1]p. ;","","8⁰."
"T183112","",NULL,"Epigrammatum delectus ex omnibus tum veteribus, tum recentioribus poetis accuratè decerptus:","","Londini :","typis T. Wood, impensis Gul. Innys & Ric. Manby,",1732.,1732,"[48],311,[1];24p. :","ill. ;","12⁰."
"T183256","Euclid.","","Euclid's Elements. Vol. II.","","London :","printed for T. Woodward,",1731.,1731,"[28],370,[2]p.,tables :","ill. ;","8⁰."
"T186158","Malard, Michel,","b. 1676.","A new French method, for the easy and speedy learning of the French tongue;","","London :","printed for T. Woodward; and J. Peele: and sold by them, and by J. Groenevege and A. Vanderhoeck,",1726.,1726,"xi,[1],320p. ;","","8⁰."
"T186216","Phillips, Edward,","fl. 1730-1740.","A new dramatic entertainment called The royal chace;","","London :","printed and sold by T. Wood in Little-Britain, Mr. Jolliffe Bookseller in St. James's-Street; Mr. Amey, at Charing-Cross; Mr. Fisher in Cornhill, and at the Theatre in Covent-Garden,","MDCCXXXVI. [1736]",1736,"23,[1]p ;","","8⁰."
"T186318","Salvi, Antonio,","1644-1724.","Arminius. An opera;","","London :","printed and sold by T. Wood, and at the Theatre in Covent-Garden,",1737.,1737,"43,[1]p. ;","","8⁰."
"T186341","",NULL,"A new, exact and methodical list of all the officers civil and military, since King George's accession to the throne of Great-Britain.","The second edition.","London :","printed for W. Mears and T. Woodward and sold by James Roberts,",1715.,1715,"[2],46p. ;","","8⁰."
"T18660","Newton, Isaac,","1642-1727.","A treatise of the method of fluxions and infinite series,","","London :","printed for T. Woodman at Camden's Head in New Round Court in the Strand; and J. Millan next to Will's Coffee House at the Entrance into Scotland-Yard,","MDCCXXXVII. [1737]",1737,"xiv,[2],189,[1]p.,tables :","ill. ;","8⁰."
"T18667","Newton, Isaac,","1642-1727.","Universal arithmetick:","The second edition, very much corrected.","London :","printed [by T. Wood] for J. Senex, in Fleet-Street, W. and J. Innys, near S. Paul's, J. Osborne and T. Longman in Pater-Noster-Row,","M.DCC.XXVIII. [1728]",1728,"[4],iii,[1],271,[1]p.,plates ;","","8⁰."
"T186728","Hippisley, John,","d. 1748.","Flora; an opera.","The fourth edition.","London :","printed for A. Bettesworth, and T. Wood,",1731.,1731,"32p. :","engr.music ;","8⁰."
"T187517","Hale, Matthew,","1609-1676.","Historia placitorum coronæ.","","[London] :","In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for F. Gyles, T. Woodward, and C. Davis,",1736.,1736,"2v.,plate :","port. ;","2⁰."
"T187703","Caesar, Julius.","","C. Julius Cæsar's Commentaries","The sixth edition. With notes .. and Dionysius Vos","London :","printed by T. Wood, for J. J. and P. Knapton, in Ludgate street; D. Midwinter, in St. Paul's Church-Yard; R. Gosling, in Fleet street; T. Ward, in the Inner Temple-Lane; A. Ward, in Little-Britain; J. Clarke, at the Royal-Exchange; E. Wicksteed, in Newgate-Street; and C. Ward and R. Chandler, without Temple-Bar,","MDCCXXXVII. [1737]",1737,"xxxii,431,[9]p.,plates :","maps ;","8⁰."
"T188391","Euclid.","","Euclid's Elements. ... Containing the seventh, eighth, ninth, tenth, thirteenth, fourteenth and fifteenth books; with the data:","The second edition.","London :","printed for T. Woodward, and sold by J. Osborn,",1745.,1745,"2v.,tables :","ill. ;","8⁰."
"T188565","Luchini, Antonio Maria.","","Jupiter in Argos.","","London :","printed by T. Wood, and are to be sold at the King's Theatre,",1739.,1739,"51,[1]p. ;","","8⁰."
"T18903","Hales, Stephen,","1677-1761.","An account of some experiments and observations on Mrs. Stephens's medicines for dissolving the stone:","","London :","printed for T. Woodward, at the Half Moon between the Temple Gates in Fleet street; Printer to the Royal Society,","[1740?]",1740,"[2],66p.,plate ;","","8⁰."
"T189081","Tillotson, John,","1630-1694.","That important case of conscience practically resolv'd:","The second edition.","London :","printed for T. Woodward,",1720.,1720,"[2],16p. ;","","2⁰."
"T189515","",NULL,"The feast of Parnassus, for the nuptials of Thetis and Peleus.","","London :","printed for T. Wood, and are to be sold at the King's Theatre,",1734.,1734,"47,[1]p. ;","","8⁰."
"T191198","Salvi, Antonio,","1644-1724.","Berenice, Queen of Egypt. An opera.","","London :","printed by T. Wood, and are to be sold at the Theatre in Covent-Garden,",1737.,1737,"49,[1]p. ;","","8⁰."
"T191247","Trenchard, John,","1662-1723.","A collection of Cato's letters, in the British Journal. ... Numb. 1.","","London :","printed for T. Woodward and J. Walthoe jun.; and sold by T. Warner,",1723.,1723,"[2],69,[1]p. ;","","8⁰."
"T1917","Butler, Samuel,","1612-1680.","Hudibras.","","London :","printed by T. W. for D. Browne, J. Walthoe, J. Knapton, R. Knaplock, J. and B. Sprint, D. Midwinter, J. Tonson, J. Osborne and T. Longman, A. Bettesworth, R. Robinson, F. Fayram, W. Mears, W. and J. Innys, T. Woodward, F. Clay; B. Motts, and M. Poulson,",1726.,1726,"xiv[i.e.xvi],[1],16-142,[3],128-424,[22]p.,plates :","port. ;","12⁰."
"T194731","Stampiglia, Silvio,","1664-1725.","Parthenope,","The third edition, with alterations and additions.","London :","printed for the author, by T. Wood; and sold at the Theatre in Covent-Garden,",1737.,1737,"51,[1]p. ;","","8⁰."
"T194840","",NULL,"The whole book of Psalms; collected into English metre,","","London :","printed by T. Wood and H. Woodfall, jun. and J. Bettenham, for the Company of Stationers,",1746.,1746,"56p. ;","","4⁰."
"T195153","Catrou, François,","1659-1737.","The Roman history:","","London :","printed by J. Bettenham, for T. Woodward, and J. Peele,","1728-37.",1728,"6v.,plates :","maps ;","2⁰."
"T201031","",NULL,"The laws relating to the highways.","","[London] :","In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edw. Sayer, Esq) for W. Mears, T. Woodward, and T. Jauncy,",1720.,1720,"v,[1],120,[6]p. ;","","12⁰."
"T201096","Pineda, Pedro.","","A new dictionary,","","London :","printed for F. Gyles, T. Woodward, A. Millar, and I. Vaillant,",1740.,1740,"[772]p. ;","","2⁰."
"T202257","",NULL,"Imeneo:","","London :","printed by T. Wood, and are to be sold at the theatre,",1740.,1740,"39,[1]p. ;","","8⁰."
"T205305","Clerke, George.","","The landed-man's assistant:","","London :","printed, and are sold by C. King, J. Graves, T. Woodward, and E. Symon,","[1712?]",1712,"[9],49,[1]p. ;","","12⁰."
"T205754","M. F.,","","An almanack for the year of our Lord God 1740.","","[London] :","The Cambridge almanack, printed at London by T. Wood, for the Company of Stationers,","[1740]",1740,"1 sheet :","ill. ;","1⁰."
"T208363","Gordon, Thomas,","d. 1750.","The humourist:","","London :","printed for D. Browne, W. Mears, and F. Clay, without Temple-Bar; T. Woodward in Fleet-Street; and J. Brotherton and W. Meadows in Cornhill,",1720.,1720,"xxx,[6],240,[12]p. ;","","12⁰."
"T209259","Trenchard, John,","1662-1723.","A second collection of Cato's letters,","","London :","printed for T. Woodward, and J. Walthoe jun.; and sold by T. Warner,",1723.,1723,"[2],vi,53,[3]p. ;","","8⁰."
"T209260","Trenchard, John,","1662-1723.","The third and last collection of Cato's letters, in the British journal. ...","","London :","printed for T. Woodward, and J. Walthoe jun.; and sold by T. Warner,",1723.,1723,"[2],70p. ;","","8⁰."
"T211283","Trenchard, John,","1662-1723.","Cato's letters.","","London :","printed for W. Wilkins, T. Woodward, J. Walthoe, junr. and J. Peele,",1724.,1724,"294,[6]p. ;","","12⁰."
"T21188","Marchi, Antonio.","","Alcina. An opera. As it is perform'd at the Theatre Royal in Covent-Garden.","","London :","printed for T. Wood, and are to be sold at the Theatre in Covent-Garden,",1735.,1735,"53[i.e. 55],[1]p. ;","","8⁰."
"T213501","Bradley, Richard,","1688-1732.","The country housewife and lady's director,","The sixth edition. With additions.","London :","printed for D. Browne; and T. Woodman,",1732.,1732,"xi,[1],187,[1]p.,plate ;","","8⁰."
"T21439","Centlivre, Susanna,","1667?-1723.","The beau's duel:","The second edition, corrected.","London :","printed for W. Mears at the Lamb, and J. Brown at the Black-Swan, both without Temple-Bar ; and T. Woodward near the Inner-Temple Gate, Fleet-street,",1715.,1715,"[12],70,[2]p. :","ill. ;","12⁰."
"T216455","Beregani, Nicolò,","1627-1713.","Justin, an opera;","","London :","printed and sold by T. Wood, and at the Theatre in Covent-Garden,",1737.,1737,"47,[1]p. ;","","8⁰."
"T216695","Zeno, Apostolo,","1668-1750.","Gianguir drama per musica Pel Teatro di S. M. B.","","Londra :","presso T. Wood, In Windmill-Court, in West-Smithfield,","[1742]",1742,"67,[1]p. ;","","8⁰."
"T217001","Lucian,","","Nonnulli è Luciani Dialogis selecti, et in duas partes divisi;","","Londini :","typis T. Wood, impensis G. Conyers, R. Wilkins, D. Midwinter, B. Sprint, W. Innys & R. Manby, & A. Ward,",1736.,1736,"[16],218,[6],131,[21]p. ;","","8⁰."
"T219687","Terence.","","P. Terentii Carthaginensis Afri Comoediæ sex.","","Londini :","typis T. Wood; impensis D. Midwinter; W. Innys & R. Manby; R. Ware; C. Rivington; A. Ward [and 9 others in London],",1740.,1740,"[6],cxxxviii,288,[80]p. ;","","8⁰."
"T220453","Calmet, Augustin,","1672-1757.","Antiquities sacred and profane: or, a collection of critical dissertations on the Old and New Testament. ... Written in French by P. Calmet, ... Done into English, with additional notes, by N. Tindal, ... Illustrated with copper-plates.","","London :","printed for J. Roberts; and sold by J. Knapton, and W. and J. Innys; J. Pemberton, and T. Woodward; S. Wilmot, and W. Wells at Oxford; C. Crownfield, at Cambridge,",1727.,1727,"vii,[1],vii-viii,36,[2],37-60,24,[2],61-97,[3],25-68,[2],69-120,[2 ],121-162,[3],164-183,[1],24,23-181,[3],183-328p.,plates :","ill. ;","4⁰."
"T223202","Metastasio, Pietro,","1698-1782.","Didone abandonata.","","London :","printed for T. Wood in Little Britain, and are to be sold at the King's Theatre in Covent-Garden,","MDCCXXXVII. [1737]",1737,"63,[1]p. ;","","8⁰."
"T223270","Rich, John,","1682?-1761.","A dramatick entertainment, call'd The necromancer:","","London :","printed, and sold by T. Wood, and at the Theatre Royal,",1724.,1724,"viii,15,[1]p. ;","","8⁰."
"T22396","Colman, Francis,","d. 1733.","Ariadne in Crete,","","London :","printed for T. Wood in Little-Britain, and are to be sold at the King's Theatre, in the Hay-Market,","MDCCXXXIII. [1733]",1733,"47,[1]p. ;","","8⁰."
"T225829","Keay, Isaac.","","The practical measurer his pocket companion.","The third edition; in which above 3000 errors are","London :","printed by T. Wood, for J. Knapton, R. Knaplock, J. and B. Sprint, D. Midwinter, W. Taylor, W. and J. Innys, J. Osborn, and R. Robinson,","MDCCXXIV. [1724]",1724,"[20],143,[1],15,[3],10p. ;","","8⁰."
"T22715","",NULL,"Atalanta.","","London :","printed for T. Wood; and are to be sold at the Theatre in Covent-Garden,",1736.,1736,"35,[1]p. ;","","8⁰."
"T22742","Richardson, Robert,","18th cent.","The attorney's practice in the Court of King's Bench:","","[London] :","In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for T. Woodward at the Half-Moon between the Temple-Gates, Fleet-Street,","M.DCC.XXXIX. [1739]",1739,"[4],464,[36]p. ;","","8⁰."
"T228262","Colman, Francis,","d. 1733.","Ariadne in Crete, an opera;","","London :","printed for T. Wood,",1734.,1734,"47,[1]p. ;","","8⁰."
"T2679","Butler, Samuel,","1612-1680.","Hudibras,","","Cambridge :","printed by J. Bentham, printer to the university, for W. Innys, A. Ward, Mess. J. and P. Knapton, D. Browne, S. Birt, T. Longman, T. Woodward, C. Hitch, J. Oswald, J. Shuckburgh, J. Hodges, E. Wicksteed, Mess. Ward and Chandler, G. Hawkins, Mess. J. and R. Tonson, M. Cooper, R. Wellington, and C. Bathurst, in London,","M.DCC.XLIV. [1744]",1744,"2v.,plates :","port. ;","8⁰."
"T26871","Centlivre, Susanna,","1667?-1723.","A poem. Humbly presented to His most Sacred Majesty George,","","London :","printed for T. Woodward at the Inner-Temple Gate, Fleetstreet,",1715.,1715,"8p. ;","","2⁰."
"T26904","Bradley, Richard,","1688-1732.","Dictionarium botanicum:","","London :","printed [by Samuel Aris] for T. Woodward at the Half-Moon over-against St. Dunstan's-Church in Fleetstreet, and J. Peele at Locke's-Head in Pater-Noster-Row,","M.DCC.XXVIII. [1728]",1728,"2v. ;","","8⁰."
"T27181","Hippisley, John,","d. 1748.","A sequel to the opera of Flora.","","London :","printed for A. Bettesworth and C. Hitch, and T. Wood,",1732.,1732,"31,[1]p., plates :","engr. music ;","8⁰."
"T30788","Fairchild, Thomas,","1667-1729.","The city gardener.","","London :","printed for T. Woodward, at the Half-Moon against St. Dunstan's Church in Fleet-Street, and J. Peele, at Locke's Head in Pater-Noster Row,","M.DCC.XXII. [1722]",1722,"70p.,plates ;","","8⁰."
"T32447","Jeffreys, George,","1678-1755.","Edwin:","","London :","printed and sold by T. Woodward, over-against St. Dunstan's Church in Fleetstreet; J. Walthoe, over-against the Royal Exchange in Cornhill; J. Peele, at Locke's-Head in Pater-Noster-Row; and T. Wood, at his Printing-House in Little-Britain,",1724.,1724,"viii,47,44-65,[3]p. ;","","8⁰."
"T33512","",NULL,"Esther,","The fourth edition.","London :","printed and sold by T. Wood, in Little-Britain, and at the King's Theatre in the Hay-Market,","MDCCXXXIII. [1733]",1733,"19,[1]p. ;","","4⁰."
"T34241","Bradley, Richard,","1688-1732.","The country housewife and lady's director,","The sixth edition. With additions.","London :","printed for D. Browne, at the Black-Swan without Temple-Bar; and T. Woodman, in Russel-Street, Covent-Garden,","M.DCC.XXXII. [1732]",1732,"[4],vii-xi,[1],187,[9]p.,plate ;","","8⁰."
"T34243","Bradley, Richard,","1688-1732.","The country housewife and lady's director,","","London :","printed for D. Browne; and T. Woodman,",1732.,1732,"vii,[1],188,[12]p. :","ill. ;","8⁰."
